x_p       y_p       z_p       md1_p     m1z_p     ph1_p     x0s_p     y0s_p     Z0s_p   x1_p  y1_p    z1_p  x2_p   y2_p  z2_p  dc1_p   dc2_p  d_dc1   d_dc2  radius  mod2_p
   -64.329   -90.571    -6.011     0.199    -0.003    58.580   -64.526   -90.234    -5.883   -61.000   -86.000     0.000     0.000     0.000     0.000         7.955       0.00000   0.10754   0.00000   1.00000   0.00000   0.00000
   -64.163   -90.245    -7.706     0.160    -0.043    11.236   -64.444   -90.100    -6.011   -61.000   -86.000     0.000     0.000     0.000     0.000         7.978       0.00000   0.11510   0.00000   1.00000   0.00000   0.00000
   -64.377   -90.154    -7.217     0.060     0.012   153.408   -64.320   -90.075    -7.706   -61.000   -86.000     0.000     0.000     0.000     0.000         8.989       0.00000   0.09758   0.00000   1.00000   0.00000   0.00000
   -64.302   -90.346    -6.305     0.169     0.023    76.971   -64.362   -90.054    -7.217   -61.000   -86.000     0.000     0.000     0.000     0.000         9.073       0.00000   0.09411   0.00000   1.00000   0.00000   0.00000
   -64.257   -90.095    -5.734     0.068     0.014    51.605   -64.332   -89.923    -6.305   -61.000   -86.000     0.000     0.000     0.000     0.000         8.433       0.00000   0.09780   0.00000   1.00000   0.00000   0.00000
   -64.317   -89.913    -6.178     0.017    -0.011  -157.653   -64.299   -89.881    -5.734   -61.000   -86.000     0.000     0.000     0.000     0.000         8.418       0.00000   0.10557   0.00000   1.00000   0.00000   0.00000
   -64.316   -89.938    -6.296     0.028    -0.003    94.584   -64.311   -89.886    -6.178   -61.000   -86.000     0.000     0.000     0.000     0.000         8.415       0.00000   0.11713   0.00000   1.00000   0.00000   0.00000
   -64.153   -89.804    -5.611     0.107     0.017   -24.944   -64.313   -89.864    -6.296   -61.000   -86.000     0.000     0.000     0.000     0.000         8.933       0.00000   0.10088   0.00000   1.00000   0.00000   0.00000
   -64.201   -89.833    -7.377     0.031    -0.045   -68.489   -64.236   -89.900    -5.611   -61.000   -86.000     0.000     0.000     0.000     0.000         8.224       0.00000   0.09420   0.00000   1.00000   0.00000   0.00000
   -64.162   -89.894    -8.320     0.037    -0.024   -10.749   -64.227   -89.923    -7.377   -61.000   -86.000     0.000     0.000     0.000     0.000         8.676       0.00000   0.08813   0.00000   1.00000   0.00000   0.00000
   -64.331   -89.863    -9.071     0.092    -0.019  -157.394   -64.198   -89.929    -8.320   -61.000   -86.000     0.000     0.000     0.000     0.000         8.760       0.00000   0.07944   0.00000   1.00000   0.00000   0.00000
   -64.336   -89.972    -8.226     0.040     0.021   149.273   -64.266   -89.957    -9.071   -61.000   -86.000     0.000     0.000     0.000     0.000         9.096       0.00000   0.08546   0.00000   1.00000   0.00000   0.00000
   -64.546   -90.159    -7.299     0.196     0.023   138.986   -64.293   -89.940    -8.226   -61.000   -86.000     0.000     0.000     0.000     0.000         9.644       0.00000   0.10966   0.00000   1.00000   0.00000   0.00000
   -64.546   -90.131    -7.088     0.153     0.005   115.372   -64.410   -89.838    -7.299   -61.000   -86.000     0.000     0.000     0.000     0.000         9.535       0.00000   0.10851   0.00000   1.00000   0.00000   0.00000
   -64.369   -89.878    -7.071     0.078     0.000    31.991   -64.462   -89.729    -7.088   -61.000   -86.000     0.000     0.000     0.000     0.000         9.638       0.00000   0.09168   0.00000   1.00000   0.00000   0.00000
   -64.454   -89.725    -7.119     0.032    -0.001  -171.849   -64.410   -89.696    -7.071   -61.000   -86.000     0.000     0.000     0.000     0.000         9.628       0.00000   0.08774   0.00000   1.00000   0.00000   0.00000
   -64.519   -89.740    -7.494     0.053    -0.009   156.371   -64.435   -89.700    -7.119   -61.000   -86.000     0.000     0.000     0.000     0.000         9.501       0.00000   0.07387   0.00000   1.00000   0.00000   0.00000
   -64.491   -89.777    -7.140     0.051     0.009    95.940   -64.473   -89.683    -7.494   -61.000   -86.000     0.000     0.000     0.000     0.000         9.263       0.00000   0.07953   0.00000   1.00000   0.00000   0.00000
   -64.424   -89.930    -7.382     0.161    -0.006    77.828   -64.477   -89.643    -7.140   -61.000   -86.000     0.000     0.000     0.000     0.000         9.428       0.00000   0.06784   0.00000   1.00000   0.00000   0.00000
   -64.478   -89.905    -9.410     0.186    -0.051    96.198   -64.450   -89.519    -7.382   -61.000   -86.000     0.000     0.000     0.000     0.000         9.367       0.00000   0.07657   0.00000   1.00000   0.00000   0.00000
   -64.644   -89.508    -9.472     0.107    -0.002   170.518   -64.466   -89.372    -9.410   -61.000   -86.000     0.000     0.000     0.000     0.000         9.342       0.00000   0.08547   0.00000   1.00000   0.00000   0.00000
   -64.681   -89.164    -8.805     0.152     0.017  -116.585   -64.550   -89.358    -9.472   -61.000   -86.000     0.000     0.000     0.000     0.000         9.431       0.00000   0.07956   0.00000   1.00000   0.00000   0.00000
   -64.766   -89.526    -8.595     0.115     0.005   140.608   -64.604   -89.466    -8.805   -61.000   -86.000     0.000     0.000     0.000     0.000         9.580       0.00000   0.07638   0.00000   1.00000   0.00000   0.00000
   -64.514   -89.519    -8.871     0.120    -0.007    26.121   -64.675   -89.408    -8.595   -61.000   -86.000     0.000     0.000     0.000     0.000         9.378       0.00000   0.07219   0.00000   1.00000   0.00000   0.00000
   -64.450   -89.319    -9.087     0.089    -0.005   -32.132   -64.589   -89.366    -8.871   -61.000   -86.000     0.000     0.000     0.000     0.000         9.226       0.00000   0.10609   0.00000   1.00000   0.00000   0.00000
   -64.388   -89.369    -6.810     0.077     0.058    -8.046   -64.529   -89.403    -9.087   -61.000   -86.000     0.000     0.000     0.000     0.000         9.251       0.00000   0.09723   0.00000   1.00000   0.00000   0.00000
   -64.293   -89.359    -5.140     0.101     0.042   -15.351   -64.469   -89.412    -6.810   -61.000   -86.000     0.000     0.000     0.000     0.000         9.169       0.00000   0.08970   0.00000   1.00000   0.00000   0.00000
   -64.137   -89.415    -5.992     0.143    -0.022    -0.725   -64.392   -89.433    -5.140   -61.000   -86.000     0.000     0.000     0.000     0.000         8.665       0.00000   0.09962   0.00000   1.00000   0.00000   0.00000
   -64.264   -89.588    -7.244     0.096    -0.032    94.736   -64.280   -89.434    -5.992   -61.000   -86.000     0.000     0.000     0.000     0.000         9.214       0.00000   0.10153   0.00000   1.00000   0.00000   0.00000
   -64.190   -89.484    -7.293     0.073    -0.001    41.081   -64.286   -89.359    -7.244   -61.000   -86.000     0.000     0.000     0.000     0.000         9.668       0.00000   0.08690   0.00000   1.00000   0.00000   0.00000
   -64.505   -89.616    -6.701     0.230     0.015   136.094   -64.242   -89.321    -7.293   -61.000   -86.000     0.000     0.000     0.000     0.000         9.490       0.00000   0.09905   0.00000   1.00000   0.00000   0.00000
   -64.593   -89.315    -7.170     0.119    -0.012   169.424   -64.373   -89.194    -6.701   -61.000   -86.000     0.000     0.000     0.000     0.000         9.298       0.00000   0.09811   0.00000   1.00000   0.00000   0.00000
   -64.554   -89.162    -6.883     0.046     0.007  -146.069   -64.466   -89.177    -7.170   -61.000   -86.000     0.000     0.000     0.000     0.000         9.110       0.00000   0.10569   0.00000   1.00000   0.00000   0.00000
   -64.388   -89.056    -6.629     0.109     0.006   -48.274   -64.496   -89.197    -6.883   -61.000   -86.000     0.000     0.000     0.000     0.000         8.878       0.00000   0.11237   0.00000   1.00000   0.00000   0.00000
   -64.242   -89.153    -6.789     0.120    -0.004   -19.893   -64.439   -89.262    -6.629   -61.000   -86.000     0.000     0.000     0.000     0.000         8.344       0.00000   0.10636   0.00000   1.00000   0.00000   0.00000
   -64.355   -89.129    -6.903     0.085    -0.003  -101.314   -64.349   -89.294    -6.789   -61.000   -86.000     0.000     0.000     0.000     0.000         8.900       0.00000   0.09677   0.00000   1.00000   0.00000   0.00000
   -64.282   -89.207    -8.100     0.080    -0.030   -53.429   -64.362   -89.360    -6.903   -61.000   -86.000     0.000     0.000     0.000     0.000         9.180       0.00000   0.10242   0.00000   1.00000   0.00000   0.00000
   -64.280   -89.358    -7.739     0.023     0.009   -19.118   -64.324   -89.411    -8.100   -61.000   -86.000     0.000     0.000     0.000     0.000         9.392       0.00000   0.09974   0.00000   1.00000   0.00000   0.00000
   -64.476   -89.411    -6.438     0.106     0.033   178.013   -64.307   -89.417    -7.739   -61.000   -86.000     0.000     0.000     0.000     0.000         9.760       0.00000   0.09927   0.00000   1.00000   0.00000   0.00000
   -64.563   -89.444    -7.905     0.096    -0.037   168.934   -64.391   -89.414    -6.438   -61.000   -86.000     0.000     0.000     0.000     0.000         9.158       0.00000   0.09852   0.00000   1.00000   0.00000   0.00000
   -64.377   -89.485    -8.823     0.080    -0.023    35.373   -64.465   -89.399    -7.905   -61.000   -86.000     0.000     0.000     0.000     0.000        10.363       0.00000   0.08678   0.00000   1.00000   0.00000   0.00000
   -64.397   -89.562    -6.441     0.106     0.060    87.007   -64.413   -89.363    -8.823   -61.000   -86.000     0.000     0.000     0.000     0.000        10.616       0.00000   0.11695   0.00000   1.00000   0.00000   0.00000
   -64.399   -89.520    -5.665     0.112     0.020    87.724   -64.409   -89.279    -6.441   -61.000   -86.000     0.000     0.000     0.000     0.000        10.692       0.00000   0.11977   0.00000   1.00000   0.00000   0.00000
   -64.513   -89.205    -4.651     0.073     0.026  -155.141   -64.405   -89.190    -5.665   -61.000   -86.000     0.000     0.000     0.000     0.000         9.501       0.00000   0.10541   0.00000   1.00000   0.00000   0.00000
   -64.419   -89.259    -4.477     0.042     0.004    42.783   -64.458   -89.214    -4.651   -61.000   -86.000     0.000     0.000     0.000     0.000         8.756       0.00000   0.10143   0.00000   1.00000   0.00000   0.00000
   -64.266   -89.325    -4.442     0.123     0.001    35.971   -64.434   -89.192    -4.477   -61.000   -86.000     0.000     0.000     0.000     0.000         8.176       0.00000   0.11767   0.00000   1.00000   0.00000   0.00000
   -64.178   -89.125    -5.052     0.100    -0.015   -16.542   -64.355   -89.134    -4.442   -61.000   -86.000     0.000     0.000     0.000     0.000         8.035       0.00000   0.11637   0.00000   1.00000   0.00000   0.00000
   -64.057   -89.087    -6.449     0.128    -0.035   -17.468   -64.279   -89.157    -5.052   -61.000   -86.000     0.000     0.000     0.000     0.000         8.888       0.00000   0.12007   0.00000   1.00000   0.00000   0.00000
   -64.060   -89.054    -6.649     0.090    -0.005   -49.366   -64.182   -89.187    -6.449   -61.000   -86.000     0.000     0.000     0.000     0.000         9.159       0.00000   0.11221   0.00000   1.00000   0.00000   0.00000
   -64.091   -89.413    -8.145     0.128    -0.038    82.043   -64.135   -89.242    -6.649   -61.000   -86.000     0.000     0.000     0.000     0.000         9.563       0.00000   0.11694   0.00000   1.00000   0.00000   0.00000
   -64.235   -89.290    -7.735     0.092     0.010   141.584   -64.121   -89.141    -8.145   -61.000   -86.000     0.000     0.000     0.000     0.000         9.713       0.00000   0.10173   0.00000   1.00000   0.00000   0.00000
   -64.463   -89.292    -8.954     0.191    -0.031   150.134   -64.179   -89.096    -7.735   -61.000   -86.000     0.000     0.000     0.000     0.000         9.686       0.00000   0.12615   0.00000   1.00000   0.00000   0.00000
   -64.687   -88.992    -7.303     0.216     0.042  -166.574   -64.310   -89.021    -8.954   -61.000   -86.000     0.000     0.000     0.000     0.000         9.756       0.00000   0.11074   0.00000   1.00000   0.00000   0.00000
   -64.567   -89.143    -7.155     0.065     0.004   116.997   -64.476   -89.060    -7.303   -61.000   -86.000     0.000     0.000     0.000     0.000         9.532       0.00000   0.11824   0.00000   1.00000   0.00000   0.00000
   -64.424   -89.073    -6.723     0.058     0.011    20.655   -64.500   -89.014    -7.155   -61.000   -86.000     0.000     0.000     0.000     0.000         9.275       0.00000   0.12627   0.00000   1.00000   0.00000   0.00000
   -64.353   -89.045    -5.815     0.062     0.023    18.392   -64.457   -88.998    -6.723   -61.000   -86.000     0.000     0.000     0.000     0.000         9.543       0.00000   0.13629   0.00000   1.00000   0.00000   0.00000
   -64.325   -89.055    -7.559     0.058    -0.044    39.219   -64.410   -88.983    -5.815   -61.000   -86.000     0.000     0.000     0.000     0.000         8.884       0.00000   0.12594   0.00000   1.00000   0.00000   0.00000
   -64.237   -88.863    -8.757     0.103    -0.030   -41.084   -64.375   -88.954    -7.559   -61.000   -86.000     0.000     0.000     0.000     0.000         9.920       0.00000   0.11387   0.00000   1.00000   0.00000   0.00000
   -64.403   -89.070    -9.120     0.084    -0.009   138.687   -64.314   -89.007    -8.757   -61.000   -86.000     0.000     0.000     0.000     0.000         9.940       0.00000   0.12685   0.00000   1.00000   0.00000   0.00000
   -64.555   -88.987    -9.700     0.111    -0.015   179.174   -64.364   -88.963    -9.120   -61.000   -86.000     0.000     0.000     0.000     0.000        10.169       0.00000   0.12230   0.00000   1.00000   0.00000   0.00000
   -64.673   -89.072    -9.344     0.138     0.009   152.494   -64.452   -88.962    -9.700   -61.000   -86.000     0.000     0.000     0.000     0.000         9.978       0.00000   0.12746   0.00000   1.00000   0.00000   0.00000
   -64.887   -89.162    -8.819     0.232     0.013   145.204   -64.548   -88.912    -9.344   -61.000   -86.000     0.000     0.000     0.000     0.000         9.833       0.00000   0.10830   0.00000   1.00000   0.00000   0.00000
   -64.848   -88.861    -7.901     0.069     0.023  -171.289   -64.699   -88.807    -8.819   -61.000   -86.000     0.000     0.000     0.000     0.000         9.985       0.00000   0.10578   0.00000   1.00000   0.00000   0.00000
